,fips,county,state
12666,13143.0,Haralson,Georgia
12685,13189.0,McDuffie,Georgia
12712,13279.0,Toombs,Georgia
12735,16037.0,Custer,Idaho
12756,17055.0,Franklin,Illinois
12777,17179.0,Tazewell,Illinois
12798,18045.0,Fountain,Indiana
12816,18099.0,Marshall,Indiana
12823,18117.0,Orange,Indiana
12826,18129.0,Posey,Indiana
12839,18171.0,Warren,Indiana
12846,19007.0,Appanoose,Iowa
12853,19043.0,Clayton,Iowa
12855,19057.0,Des Moines,Iowa
12865,19123.0,Mahaska,Iowa
12866,19133.0,Monona,Iowa
12868,19145.0,Page,Iowa
12890,20087.0,Jefferson,Kansas
12903,20191.0,Sumner,Kansas
12908,21015.0,Boone,Kentucky
12921,21107.0,Hopkins,Kentucky
12930,21161.0,Mason,Kentucky
12934,21167.0,Mercer,Kentucky
12943,21225.0,Union,Kentucky
12947,21233.0,Webster,Kentucky
12962,22037.0,East Feliciana,Louisiana
12970,22059.0,LaSalle,Louisiana
12975,22065.0,Madison,Louisiana
12981,22077.0,Pointe Coupee,Louisiana
12996,22113.0,Vermilion,Louisiana
13004,23007.0,Franklin,Maine
13064,26053.0,Gogebic,Michigan
13068,26067.0,Ionia,Michigan
13082,26107.0,Mecosta,Michigan
13084,26113.0,Missaukee,Michigan
13090,26127.0,Oceana,Michigan
13091,26129.0,Ogemaw,Michigan
13097,26155.0,Shiawassee,Michigan
13119,27067.0,Kandiyohi,Minnesota
13131,27143.0,Sibley,Minnesota
13139,27167.0,Wilkin,Minnesota
13144,28009.0,Benton,Mississippi
13167,28075.0,Lauderdale,Mississippi
13188,28119.0,Quitman,Mississippi
13204,28161.0,Yalobusha,Mississippi
13208,29015.0,Benton,Missouri
13209,29017.0,Bollinger,Missouri
13214,29035.0,Carter,Missouri
13247,29207.0,Stoddard,Missouri
13256,30053.0,Lincoln,Montana
13258,30059.0,Meagher,Montana
13263,30101.0,Toole,Montana
13271,31079.0,Hall,Nebraska
13272,31099.0,Kearney,Nebraska
13389,37013.0,Beaufort,North Carolina
13449,38049.0,McHenry,North Dakota
13450,38051.0,McIntosh,North Dakota
13459,39009.0,Athens,Ohio
13485,39081.0,Jefferson,Ohio
13500,39119.0,Muskingum,Ohio
13515,39175.0,Wyandot,Ohio
13521,40031.0,Comanche,Oklahoma
13522,40035.0,Craig,Oklahoma
13530,40081.0,Lincoln,Oklahoma
13537,40111.0,Okmulgee,Oklahoma
13539,40115.0,Ottawa,Oklahoma
13544,40135.0,Sequoyah,Oklahoma
13565,41057.0,Tillamook,Oregon
13568,41065.0,Wasco,Oregon
13576,42013.0,Blair,Pennsylvania
13586,42039.0,Crawford,Pennsylvania
13594,42063.0,Indiana,Pennsylvania
13613,42115.0,Susquehanna,Pennsylvania
13681,47005.0,Benton,Tennessee
13685,47015.0,Cannon,Tennessee
13711,47111.0,Macon,Tennessee
13716,47121.0,Meigs,Tennessee
13731,47171.0,Unicoi,Tennessee
13737,48005.0,Angelina,Texas
13749,48057.0,Calhoun,Texas
13784,48239.0,Jackson,Texas
13787,48255.0,Karnes,Texas
13796,48317.0,Martin,Texas
13805,48347.0,Nacogdoches,Texas
13812,48397.0,Rockwall,Texas
13821,48465.0,Val Verde,Texas
13834,49029.0,Morgan,Utah
13860,51007.0,Amelia,Virginia
13872,51061.0,Fauquier,Virginia
13879,51079.0,Greene,Virginia
13881,51650.0,Hampton city,Virginia
13887,51099.0,King George,Virginia
13891,51680.0,Lynchburg city,Virginia
13899,51131.0,Northampton,Virginia
13902,51143.0,Pittsylvania,Virginia
13903,51735.0,Poquoson city,Virginia
13906,51149.0,Prince George,Virginia
13908,51750.0,Radford city,Virginia
13914,51175.0,Southampton,Virginia
13920,51187.0,Warren,Virginia
13921,51191.0,Washington,Virginia
13966,54053.0,Mason,West Virginia
13974,54097.0,Upshur,West Virginia
13980,55019.0,Clark,Wisconsin
14001,55097.0,Portage,Wisconsin
14007,55125.0,Vilas,Wisconsin
14017,56017.0,Hot Springs,Wyoming
14018,56019.0,Johnson,Wyoming
14039,1039.0,Covington,Alabama
14045,1053.0,Escambia,Alabama
14048,1063.0,Greene,Alabama
14067,1111.0,Randolph,Alabama
14077,1133.0,Winston,Alabama
14098,5005.0,Baxter,Arkansas
14146,6011.0,Colusa,California
14154,6031.0,Kings,California
14189,8003.0,Alamosa,Colorado
14195,8023.0,Costilla,Colorado
14213,8073.0,Lincoln,Colorado
14267,12075.0,Levy,Florida
14288,12121.0,Suwannee,Florida
14307,13053.0,Chattahoochee,Georgia
14337,13137.0,Habersham,Georgia
14341,13147.0,Hart,Georgia
14391,13293.0,Upson,Georgia
14412,16045.0,Gem,Idaho
14423,17011.0,Bureau,Illinois
14434,17073.0,Henry,Illinois
14435,17075.0,Iroquois,Illinois
14467,18015.0,Carroll,Indiana
14469,18023.0,Clinton,Indiana
14480,18049.0,Fulton,Indiana
14487,18065.0,Henry,Indiana
14489,18069.0,Huntington,Indiana
14494,18085.0,Kosciusko,Indiana
14495,18087.0,LaGrange,Indiana
14513,18135.0,Randolph,Indiana
14530,18183.0,Whitley,Indiana
14537,19023.0,Butler,Iowa
14542,19045.0,Clinton,Iowa
14545,19059.0,Dickinson,Iowa
14549,19083.0,Hardin,Iowa
14552,19095.0,Iowa,Iowa
14558,19127.0,Marshall,Iowa
14560,19137.0,Montgomery,Iowa
14573,19187.0,Webster,Iowa
14576,19197.0,Wright,Iowa
14580,20027.0,Clay,Kansas
14581,20031.0,Coffey,Kansas
14587,20063.0,Gove,Kansas
14588,20079.0,Harvey,Kansas
14595,20113.0,McPherson,Kansas
14599,20139.0,Osage,Kansas
14600,20143.0,Ottawa,Kansas
14614,21029.0,Bullitt,Kentucky
14616,21037.0,Campbell,Kentucky
14630,21123.0,Larue,Kentucky
14654,21239.0,Woodford,Kentucky
14708,22125.0,West Feliciana,Louisiana
14764,26027.0,Cass,Michigan
14769,26039.0,Crawford,Michigan
14776,26057.0,Gratiot,Michigan
14778,26063.0,Huron,Michigan
14818,27007.0,Beltrami,Minnesota
14828,27043.0,Faribault,Minnesota
14836,27081.0,Lincoln,Minnesota
14837,27087.0,Mahnomen,Minnesota
14880,28063.0,Jefferson,Mississippi
14882,28069.0,Kemper,Mississippi
14897,28099.0,Neshoba,Mississippi
14910,28125.0,Sharkey,Mississippi
14928,29005.0,Atchison,Missouri
14929,29009.0,Barry,Missouri
14934,29021.0,Buchanan,Missouri
14940,29041.0,Chariton,Missouri
14956,29113.0,Lincoln,Missouri
14963,29159.0,Pettis,Missouri
14968,29177.0,Ray,Missouri
14978,29229.0,Wright,Missouri
14985,30047.0,Lake,Montana
14991,30067.0,Park,Montana
15061,35041.0,Roosevelt,New Mexico
15068,35061.0,Valencia,New Mexico
15145,37079.0,Greene,North Carolina
15166,37145.0,Person,North Carolina
15174,37171.0,Surry,North Carolina
15215,39051.0,Fulton,Ohio
15244,39149.0,Shelby,Ohio
15257,40015.0,Caddo,Oklahoma
15260,40021.0,Cherokee,Oklahoma
15261,40023.0,Choctaw,Oklahoma
15272,40077.0,Latimer,Oklahoma
15285,40121.0,Pittsburg,Oklahoma
15296,41009.0,Columbia,Oregon
15308,41049.0,Morrow,Oregon
15354,42097.0,Northumberland,Pennsylvania
15412,46003.0,Aurora,South Dakota
15420,46049.0,Faulk,South Dakota
15422,46081.0,Lawrence,South Dakota
15429,46121.0,Todd,South Dakota
15430,46127.0,Union,South Dakota
15480,47159.0,Smith,Tennessee
15507,48073.0,Cherokee,Texas
15533,48203.0,Harrison,Texas
15537,48221.0,Hood,Texas
15559,48337.0,Montague,Texas
15563,48349.0,Navarro,Texas
15569,48381.0,Randall,Texas
15574,48419.0,Shelby,Texas
15576,48427.0,Starr,Texas
15578,48441.0,Taylor,Texas
15583,48463.0,Uvalde,Texas
15591,48489.0,Willacy,Texas
15594,48503.0,Young,Texas
15603,49047.0,Uintah,Utah
15631,51520.0,Bristol city,Virginia
15644,51640.0,Galax city,Virginia
15679,51770.0,Roanoke city,Virginia
15717,53059.0,Skamania,Washington
15728,54025.0,Greenbrier,West Virginia
15729,54029.0,Hancock,West Virginia
15741,54073.0,Pleasants,West Virginia
15763,55051.0,Iron,Wisconsin
15769,55075.0,Marinette,Wisconsin
15777,55103.0,Richland,Wisconsin
15786,55135.0,Waupaca,Wisconsin
15793,56015.0,Goshen,Wyoming
15802,56043.0,Washakie,Wyoming
15841,1099.0,Monroe,Alabama
15866,4007.0,Gila,Arizona
15902,5071.0,Johnson,Arkansas
15931,6021.0,Glenn,California
15973,8009.0,Baca,Colorado
15999,8081.0,Moffat,Colorado
16043,12051.0,Hendry,Florida
16084,13031.0,Bulloch,Georgia
16134,13165.0,Jenkins,Georgia
16152,13213.0,Murray,Georgia
16160,13231.0,Pike,Georgia
16181,13297.0,Walton,Georgia
16184,13309.0,Wheeler,Georgia
16199,16019.0,Bonneville,Idaho
16208,16063.0,Lincoln,Idaho
16217,17015.0,Carroll,Illinois
16226,17051.0,Fayette,Illinois
16239,17115.0,Macon,Illinois
16267,18025.0,Crawford,Indiana
16304,18111.0,Newton,Indiana
16320,18155.0,Switzerland,Indiana
16324,18165.0,Vermillion,Indiana
16326,18169.0,Wabash,Indiana
16332,18181.0,White,Indiana
16339,19015.0,Boone,Iowa
16359,19107.0,Keokuk,Iowa
16372,19165.0,Shelby,Iowa
16376,19173.0,Taylor,Iowa
16403,20121.0,Miami,Kansas
16421,21021.0,Boyle,Kentucky
16422,21023.0,Bracken,Kentucky
16424,21027.0,Breckinridge,Kentucky
16426,21031.0,Butler,Kentucky
16429,21041.0,Carroll,Kentucky
16434,21071.0,Floyd,Kentucky
16436,21081.0,Grant,Kentucky
16459,21181.0,Nicholas,Kentucky
16463,21211.0,Shelby,Kentucky
16469,21229.0,Washington,Kentucky
16487,22035.0,East Carroll,Louisiana
16490,22041.0,Franklin,Louisiana
16624,26133.0,Osceola,Michigan
16647,27029.0,Clearwater,Minnesota
16680,28005.0,Amite,Mississippi
16687,28023.0,Clarke,Mississippi
16691,28031.0,Covington,Mississippi
16793,29181.0,Ripley,Missouri
16803,29219.0,Warren,Missouri
16829,31073.0,Gosper,Nebraska
16837,31141.0,Platte,Nebraska
16845,32013.0,Humboldt,Nevada
16901,36009.0,Cattaraugus,New York
16940,36097.0,Schuyler,New York
16972,37065.0,Edgecombe,North Carolina
16998,37143.0,Perquimans,North Carolina
17001,37149.0,Polk,North Carolina
17016,38003.0,Barnes,North Dakota
17019,38023.0,Divide,North Dakota
17024,38055.0,McLean,North Dakota
17026,38061.0,Mountrail,North Dakota
17029,38085.0,Sioux,North Dakota
17034,39003.0,Allen,Ohio
17038,39011.0,Auglaize,Ohio
17081,39123.0,Ottawa,Ohio
17083,39131.0,Pike,Ohio
17094,39161.0,Van Wert,Ohio
17118,40079.0,Le Flore,Oklahoma
17125,40105.0,Nowata,Oklahoma
17174,42023.0,Cameron,Pennsylvania
17178,42031.0,Clarion,Pennsylvania
17189,42061.0,Huntingdon,Pennsylvania
17199,42083.0,McKean,Pennsylvania
17206,42099.0,Perry,Pennsylvania
17211,42109.0,Snyder,Pennsylvania
17214,42117.0,Tioga,Pennsylvania
17251,45059.0,Laurens,South Carolina
17275,46039.0,Deuel,South Dakota
17277,46057.0,Hamlin,South Dakota
17279,46067.0,Hutchinson,South Dakota
17289,46135.0,Yankton,South Dakota
17293,47007.0,Bledsoe,Tennessee
17299,47019.0,Carter,Tennessee
17316,47069.0,Hardeman,Tennessee
17321,47091.0,Johnson,Tennessee
17334,47129.0,Morgan,Tennessee
17348,47169.0,Trousdale,Tennessee
17350,47173.0,Union,Tennessee
17353,47183.0,Weakley,Tennessee
17368,48051.0,Burleson,Texas
17370,48055.0,Caldwell,Texas
17416,48279.0,Lamb,Texas
17422,48305.0,Lynn,Texas
17459,48477.0,Washington,Texas
17470,49017.0,Garfield,Utah
17474,49037.0,San Juan,Utah
17527,51670.0,Hopewell city,Virginia
17531,51103.0,Lancaster,Virginia
17540,51121.0,Montgomery,Virginia
17542,51127.0,New Kent,Virginia
17546,51133.0,Northumberland,Virginia
17552,51145.0,Powhatan,Virginia
17652,55085.0,Oneida,Wisconsin
17673,56009.0,Converse,Wyoming
17682,56035.0,Sublette,Wyoming
17719,1087.0,Macon,Alabama
17762,5001.0,Arkansas,Arkansas
17763,5003.0,Ashley,Arkansas
17784,5057.0,Hempstead,Arkansas
17793,5099.0,Nevada,Arkansas
17794,5105.0,Perry,Arkansas
17856,6109.0,Tuolumne,California
17889,8079.0,Mineral,Colorado
17891,8083.0,Montezuma,Colorado
17935,12043.0,Glades,Florida
17968,12129.0,Wakulla,Florida
17971,13005.0,Bacon,Georgia
17978,13027.0,Brooks,Georgia
17985,13043.0,Candler,Georgia
18108,16073.0,Owyhee,Idaho
18114,17005.0,Bond,Illinois
18135,17095.0,Knox,Illinois
18144,17129.0,Menard,Illinois
18146,17135.0,Montgomery,Illinois
18167,18021.0,Clay,Indiana
18183,18055.0,Greene,Indiana
18195,18083.0,Knox,Indiana
18223,18151.0,Steuben,Indiana
18297,20055.0,Finney,Kansas
18311,20125.0,Montgomery,Kansas
18321,20185.0,Stafford,Kansas
18322,20189.0,Stevens,Kansas
18330,21019.0,Boyd,Kentucky
18357,21135.0,Lewis,Kentucky
18377,21217.0,Taylor,Kentucky
18422,22081.0,Red River,Louisiana
18424,22085.0,Sabine,Louisiana
18453,23025.0,Somerset,Maine
18501,26031.0,Cheboygan,Michigan
18564,27033.0,Cottonwood,Minnesota
18567,27041.0,Douglas,Minnesota
18572,27059.0,Isanti,Minnesota
18583,27111.0,Otter Tail,Minnesota
18605,28015.0,Carroll,Mississippi
18608,28021.0,Claiborne,Mississippi
18666,28149.0,Warren,Mississippi
18729,30023.0,Deer Lodge,Montana
18763,31157.0,Scotts Bluff,Nebraska
18844,36049.0,Lewis,New York
18880,37005.0,Alleghany,North Carolina
18889,37033.0,Caswell,North Carolina
18894,37047.0,Columbus,North Carolina
18897,37053.0,Currituck,North Carolina
18909,37083.0,Halifax,North Carolina
18928,37137.0,Pamlico,North Carolina
18945,37187.0,Washington,North Carolina
18949,37197.0,Yadkin,North Carolina
19047,40047.0,Garfield,Oklahoma
19070,40131.0,Rogers,Oklahoma
19071,40133.0,Seminole,Oklahoma
19074,40139.0,Texas,Oklahoma
19139,42087.0,Mifflin,Pennsylvania
19154,42121.0,Venango,Pennsylvania
19213,46025.0,Clark,South Dakota
19214,46027.0,Clay,South Dakota
19218,46047.0,Fall River,South Dakota
19230,46109.0,Roberts,South Dakota
19232,46125.0,Turner,South Dakota
19249,47031.0,Coffee,Tennessee
19265,47075.0,Haywood,Tennessee
19266,47079.0,Henry,Tennessee
19279,47109.0,McNairy,Tennessee
19284,47131.0,Obion,Tennessee
19332,48115.0,Dawson,Texas
19337,48135.0,Ector,Texas
19345,48159.0,Franklin,Texas
19357,48213.0,Henderson,Texas
19369,48273.0,Kleberg,Texas
19394,48373.0,Polk,Texas
19400,48407.0,San Jacinto,Texas
19405,48437.0,Swisher,Texas
19417,48473.0,Waller,Texas
19459,51005.0,Alleghany,Virginia
19482,51081.0,Greensville,Virginia
19498,51685.0,Manassas Park city,Virginia
19529,51185.0,Tazewell,Virginia
19534,51840.0,Winchester city,Virginia
19535,51197.0,Wythe,Virginia
19573,54011.0,Cabell,West Virginia
19586,54065.0,Morgan,West Virginia
19594,54103.0,Wetzel,West Virginia
19595,54105.0,Wirt,West Virginia
19657,1007.0,Bibb,Alabama
19678,1057.0,Fayette,Alabama
19681,1065.0,Hale,Alabama
19706,1119.0,Sumter,Alabama
19725,4011.0,Greenlee,Arizona
19768,5101.0,Newton,Arkansas
19780,5123.0,St. Francis,Arkansas
19789,6003.0,Alpine,California
19840,8007.0,Archuleta,Colorado
19874,8095.0,Phillips,Colorado
19920,12059.0,Holmes,Florida
19952,13001.0,Appling,Georgia
19956,13011.0,Banks,Georgia
19960,13019.0,Berrien,Georgia
19962,13023.0,Bleckley,Georgia
19979,13061.0,Clay,Georgia
19986,13075.0,Cook,Georgia
19989,13083.0,Dade,Georgia
19994,13093.0,Dooly,Georgia
20005,13123.0,Gilmer,Georgia
20021,13163.0,Jefferson,Georgia
20023,13167.0,Johnson,Georgia
20036,13191.0,McIntosh,Georgia
20056,13249.0,Schley,Georgia
20061,13263.0,Talbot,Georgia
20075,13301.0,Warren,Georgia
20092,16017.0,Bonner,Idaho
20097,16039.0,Elmore,Idaho
20102,16053.0,Jerome,Idaho
20106,16067.0,Minidoka,Idaho
20119,17023.0,Clark,Illinois
20122,17033.0,Crawford,Illinois
20143,17121.0,Marion,Illinois
20152,17157.0,Randolph,Illinois
20154,17165.0,Saline,Illinois
20248,19009.0,Audubon,Iowa
20259,19047.0,Crawford,Iowa
20265,19077.0,Guthrie,Iowa
20271,19097.0,Jackson,Iowa
20274,19105.0,Jones,Iowa
20293,19177.0,Van Buren,Iowa
20301,20005.0,Atchison,Kansas
20332,20169.0,Saline,Kansas
20375,21155.0,Marion,Kentucky
20376,21157.0,Marshall,Kentucky
20511,26009.0,Antrim,Michigan
20523,26041.0,Delta,Michigan
20532,26061.0,Houghton,Michigan
20567,26149.0,St. Joseph,Michigan
20593,27061.0,Itasca,Minnesota
20601,27093.0,Meeker,Minnesota
20618,27165.0,Watonwan,Minnesota
20623,28003.0,Alcorn,Mississippi
20710,29039.0,Cedar,Missouri
20717,29055.0,Crawford,Missouri
20729,29117.0,Livingston,Missouri
20730,29121.0,Macon,Missouri
20731,29125.0,Maries,Missouri
20735,29141.0,Morgan,Missouri
20737,29151.0,Osage,Missouri
20741,29163.0,Pike,Missouri
20747,29179.0,Reynolds,Missouri
20756,29209.0,Stone,Missouri
20760,29225.0,Webster,Missouri
20782,31003.0,Antelope,Nebraska
20802,31185.0,York,Nebraska
20859,35057.0,Torrance,New Mexico
20919,37003.0,Alexander,North Carolina
20977,37161.0,Rutherford,North Carolina
20997,38035.0,Grand Forks,North Dakota
21003,38065.0,Oliver,North Dakota
21017,39015.0,Brown,Ohio
21042,39075.0,Holmes,Ohio
21064,39135.0,Preble,Ohio
21066,39141.0,Ross,Ohio
21082,40009.0,Beckham,Oklahoma
21091,40033.0,Cotton,Oklahoma
21105,40085.0,Love,Oklahoma
21204,42119.0,Union,Pennsylvania
21221,45011.0,Barnwell,South Carolina
21278,46091.0,Marshall,South Dakota
21309,47049.0,Fentress,Tennessee
21312,47055.0,Giles,Tennessee
21326,47099.0,Lawrence,Tennessee
21333,47117.0,Marshall,Tennessee
21359,47177.0,Warren,Tennessee
21361,47181.0,Wayne,Tennessee
21418,48217.0,Hill,Texas
21433,48289.0,Leon,Texas
21448,48341.0,Moore,Texas
21487,48497.0,Wise,Texas
21551,51089.0,Henry,Virginia
21556,51101.0,King William,Virginia
21576,51730.0,Petersburg city,Virginia
21591,51173.0,Smyth,Virginia
21659,54083.0,Randolph,West Virginia
21660,54087.0,Roane,West Virginia
21674,55029.0,Door,Wisconsin
21683,55053.0,Jackson,Wisconsin
21690,55077.0,Marquette,Wisconsin
21839,5091.0,Miller,Arkansas
21850,5127.0,Scott,Arkansas
21888,6063.0,Plumas,California
21938,8065.0,Lake,Colorado
21955,8109.0,Saguache,Colorado
21982,12013.0,Calhoun,Florida
22026,12125.0,Union,Florida
22078,13107.0,Emanuel,Georgia
22088,13131.0,Grady,Georgia
22127,13221.0,Oglethorpe,Georgia
22135,13241.0,Rabun,Georgia
22140,13251.0,Screven,Georgia
22144,13259.0,Stewart,Georgia
22158,13295.0,Walker,Georgia
22163,13307.0,Webster,Georgia
22167,13315.0,Wilcox,Georgia
22169,13319.0,Wilkinson,Georgia
22178,16003.0,Adams,Idaho
22184,16025.0,Camas,Idaho
22219,17053.0,Ford,Illinois
22243,17141.0,Ogle,Illinois
22265,18017.0,Cass,Indiana
22293,18077.0,Jefferson,Indiana
22352,19041.0,Clay,Iowa
22398,20009.0,Barton,Kansas
22401,20019.0,Chautauqua,Kansas
22416,20099.0,Labette,Kansas
22441,21009.0,Barren,Kentucky
22457,21061.0,Edmonson,Kentucky
22462,21083.0,Graves,Kentucky
22464,21091.0,Hancock,Kentucky
22468,21103.0,Henry,Kentucky
22475,21127.0,Lawrence,Kentucky
22493,21197.0,Powell,Kentucky
22495,21203.0,Rockcastle,Kentucky
22496,21207.0,Russell,Kentucky
22520,22029.0,Concordia,Louisiana
22551,22091.0,St. Helena,Louisiana
22621,26011.0,Arenac,Michigan
22625,26023.0,Branch,Michigan
22671,26135.0,Oscoda,Michigan
22691,27015.0,Brown,Minnesota
22692,27017.0,Carlton,Minnesota
22713,27083.0,Lyon,Minnesota
22730,27155.0,Traverse,Minnesota
22804,28141.0,Tishomingo,Mississippi
22839,29081.0,Harrison,Missouri
22874,29186.0,Ste. Genevieve,Missouri
22891,30051.0,Liberty,Montana
22896,30065.0,Musselshell,Montana
22914,31105.0,Kimball,Nebraska
23028,36099.0,Seneca,New York
23045,37007.0,Anson,North Carolina
23058,37043.0,Clay,North Carolina
23085,37117.0,Martin,North Carolina
23103,37157.0,Rockingham,North Carolina
23117,37193.0,Wilkes,North Carolina
23127,38037.0,Grant,North Dakota
23130,38053.0,McKenzie,North Dakota
23141,38105.0,Williams,North Dakota
23193,39127.0,Perry,Ohio
23275,41045.0,Malheur,Oregon
23283,41063.0,Wallowa,Oregon
23291,42009.0,Bedford,Pennsylvania
23358,45009.0,Bamberg,South Carolina
23461,47085.0,Humphreys,Tennessee
23668,51025.0,Brunswick,Virginia
23669,51029.0,Buckingham,Virginia
23670,51031.0,Campbell,Virginia
23671,51035.0,Carroll,Virginia
23676,51043.0,Clarke,Virginia
23683,51620.0,Franklin city,Virginia
23702,51097.0,King and Queen,Virginia
23722,51139.0,Page,Virginia
23743,51181.0,Surry,Virginia
23748,51820.0,Waynesboro city,Virginia
23792,54031.0,Hardy,West Virginia
23816,55003.0,Ashland,Wisconsin
23819,55011.0,Buffalo,Wisconsin
23845,55083.0,Oconto,Wisconsin
23891,1025.0,Clarke,Alabama
23895,1035.0,Conecuh,Alabama
23900,1045.0,Dale,Alabama
23970,5015.0,Carroll,Arkansas
23994,5077.0,Lee,Arkansas
24153,12045.0,Gulf,Florida
24154,12049.0,Hardee,Florida
24166,12079.0,Madison,Florida
24174,12093.0,Okeechobee,Florida
24270,13173.0,Lanier,Georgia
24299,13237.0,Putnam,Georgia
24321,13291.0,Union,Georgia
24357,16047.0,Gooding,Idaho
24362,16057.0,Latah,Idaho
24405,17127.0,Massac,Illinois
24422,17183.0,Vermilion,Illinois
24463,18075.0,Jay,Indiana
24546,19121.0,Madison,Iowa
24549,19131.0,Mitchell,Iowa
24604,20151.0,Pratt,Kansas
24748,23009.0,Hancock,Maine
24767,24019.0,Dorchester,Maryland
24836,26097.0,Mackinac,Michigan
24879,27035.0,Crow Wing,Minnesota
24885,27047.0,Freeborn,Minnesota
24921,27173.0,Yellow Medicine,Minnesota
24950,28061.0,Jasper,Mississippi
25007,29023.0,Butler,Missouri
25008,29025.0,Caldwell,Missouri
25022,29063.0,DeKalb,Missouri
25025,29073.0,Gasconade,Missouri
25071,30009.0,Carbon,Montana
25097,31039.0,Cuming,Nebraska
25158,35003.0,Catron,New Mexico
25164,35017.0,Grant,New Mexico
25167,35035.0,Otero,New Mexico
25315,38013.0,Burke,North Dakota
25386,39117.0,Morrow,Ohio
25428,40055.0,Greer,Oklahoma
25554,45005.0,Allendale,South Carolina
25637,47027.0,Clay,Tennessee
25650,47057.0,Grainger,Tennessee
25660,47081.0,Hickman,Tennessee
25666,47097.0,Lauderdale,Tennessee
25690,47153.0,Sequatchie,Tennessee
25708,48001.0,Anderson,Texas
25725,48063.0,Camp,Texas
25730,48077.0,Clay,Texas
25732,48089.0,Colorado,Texas
25734,48093.0,Comanche,Texas
25754,48177.0,Gonzales,Texas
25755,48179.0,Gray,Texas
25778,48265.0,Kerr,Texas
25786,48297.0,Live Oak,Texas
25803,48351.0,Newton,Texas
25814,48405.0,San Augustine,Texas
25841,48499.0,Wood,Texas
25880,51015.0,Augusta,Virginia
25960,51183.0,Sussex,Virginia
26005,54001.0,Barbour,West Virginia
26043,55023.0,Crawford,Wisconsin
26063,55078.0,Menominee,Wisconsin
26115,1031.0,Coffee,Alabama
26171,2290.0,Yukon-Koyukuk Census Area,Alaska
26222,5093.0,Mississippi,Arkansas
26223,5095.0,Monroe,Arkansas
26226,5103.0,Ouachita,Arkansas
26239,5135.0,Sharp,Arkansas
26255,6015.0,Del Norte,California
26311,8027.0,Custer,Colorado
26545,13271.0,Telfair,Georgia
26604,16087.0,Washington,Idaho
26634,17107.0,Logan,Illinois
26636,17117.0,Macoupin,Illinois
26644,17131.0,Mercer,Illinois
26648,17139.0,Moultrie,Illinois
26651,17147.0,Piatt,Illinois
26670,18009.0,Blackford,Indiana
26732,18147.0,Spencer,Indiana
26759,19017.0,Bremer,Iowa
26782,19101.0,Jefferson,Iowa
26795,19141.0,O'Brien,Iowa
26821,20029.0,Cloud,Kansas
26823,20035.0,Cowley,Kansas
26862,21011.0,Bath,Kentucky
26877,21055.0,Crittenden,Kentucky
26878,21057.0,Cumberland,Kentucky
26900,21137.0,Lincoln,Kentucky
26910,21163.0,Meade,Kentucky
26918,21191.0,Pendleton,Kentucky
26944,22021.0,Caldwell,Louisiana
27010,24001.0,Allegany,Maryland
27066,26043.0,Dickinson,Michigan
27145,27071.0,Koochiching,Minnesota
27248,28153.0,Wayne,Mississippi
27284,29091.0,Howell,Missouri
27299,29143.0,New Madrid,Missouri
27353,31037.0,Colfax,Nebraska
27358,31067.0,Gage,Nebraska
27361,31081.0,Hamilton,Nebraska
27369,31131.0,Otoe,Nebraska
27496,36123.0,Yates,New York
27519,37055.0,Dare,North Carolina
27528,37073.0,Gates,North Carolina
27542,37113.0,Macon,North Carolina
27546,37121.0,Mitchell,North Carolina
27568,37169.0,Stokes,North Carolina
27632,39059.0,Guernsey,Ohio
27635,39065.0,Hardin,Ohio
27676,39171.0,Williams,Ohio
27680,40005.0,Atoka,Oklahoma
27701,40073.0,Kingfisher,Oklahoma
27702,40075.0,Kiowa,Oklahoma
27730,40153.0,Woodward,Oklahoma
27781,42053.0,Forest,Pennsylvania
27835,45021.0,Cherokee,South Carolina
27849,45049.0,Hampton,South Carolina
27859,45065.0,McCormick,South Carolina
27887,46079.0,Lake,South Dakota
27897,46115.0,Spink,South Dakota
27941,47087.0,Jackson,Tennessee
27964,47139.0,Polk,Tennessee
28022,48129.0,Donley,Texas
28035,48171.0,Gillespie,Texas
28036,48175.0,Goliad,Texas
28056,48241.0,Jasper,Texas
28058,48249.0,Jim Wells,Texas
28068,48287.0,Lee,Texas
28093,48363.0,Palo Pinto,Texas
28094,48365.0,Panola,Texas
28136,49025.0,Kane,Utah
28183,51049.0,Cumberland,Virginia
28243,51775.0,Salem city,Virginia
28283,53051.0,Pend Oreille,Washington
28315,54071.0,Pendleton,West Virginia
28327,55001.0,Adams,Wisconsin
28371,55121.0,Trempealeau,Wisconsin
28394,56041.0,Uinta,Wyoming
28398,1005.0,Barbour,Alabama
28428,1067.0,Henry,Alabama
28467,2240.0,Southeast Fairbanks Census Area,Alaska
28514,5073.0,Lafayette,Arkansas
28530,5117.0,Prairie,Arkansas
28593,6103.0,Tehama,California
28629,8071.0,Las Animas,Colorado
28643,8103.0,Rio Blanco,Colorado
28683,12037.0,Franklin,Florida
28775,13105.0,Elbert,Georgia
28815,13197.0,Marion,Georgia
28836,13239.0,Quitman,Georgia
28856,13281.0,Towns,Georgia
28923,17039.0,De Witt,Illinois
28927,17049.0,Effingham,Illinois
28935,17083.0,Jersey,Illinois
29034,18121.0,Parke,Indiana
29099,19115.0,Louisa,Iowa
29100,19119.0,Lyon,Iowa
29110,19149.0,Plymouth,Iowa
29153,20115.0,Marion,Kansas
